country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Russia,RUS,30/12/20,,,,,68000,,,,466,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,31/12/20,,,,,68000,,,,466,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,1/01/21,,,,,68000,,,,466,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,2/01/21,800000,800000,,,68000,0.55,0.55,,466,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,3/01/21,,,,,60883,,,,417,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,4/01/21,,,,,53766,,,,368,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,5/01/21,,,,,46649,,,,320,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,6/01/21,,,,,39532,,,,271,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,7/01/21,,,,,32416,,,,222,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,8/01/21,,,,,25299,,,,173,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,9/01/21,,,,,18182,,,,125,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,10/01/21,,,,,18182,,,,125,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,11/01/21,,,,,18182,,,,125,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/01/21,,,,,18182,,,,125,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,13/01/21,1000000,1000000,,,18182,0.69,0.69,,125,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Saudi Arabia,SAU,6/01/21,100000,100000,,,,0.29,0.29,,,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,7/01/21,137862,137862,,37862,37862,0.4,0.4,,1088,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,8/01/21,,,,,23990,,,,689,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,9/01/21,,,,,19366,,,,556,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,10/01/21,,,,,17055,,,,490,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,11/01/21,178337,178337,,,15667,0.51,0.51,,450,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,12/01/21,,,,,16312,,,,469,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,13/01/21,,,,,16772,,,,482,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,14/01/21,,,,,14153,,,,407,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,15/01/21,,,,,15498,,,,445,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,16/01/21,,,,,16843,,,,484,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Saudi Arabia,SAU,17/01/21,295530,295530,,,18187,0.85,0.85,,522,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa/
Scotland,,13/12/20,18858,18858,,,,0.35,0.35,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,14/12/20,,,,,5821,,,,1065,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,15/12/20,,,,,5821,,,,1065,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,16/12/20,,,,,5821,,,,1065,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,17/12/20,,,,,5821,,,,1065,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,18/12/20,,,,,5821,,,,1065,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,19/12/20,,,,,5821,,,,1065,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,20/12/20,59608,59608,,,5821,1.09,1.09,,1065,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,21/12/20,,,,,5690,,,,1041,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,22/12/20,,,,,5558,,,,1017,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,23/12/20,,,,,5426,,,,993,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,24/12/20,,,,,5295,,,,969,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,25/12/20,,,,,5163,,,,945,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,26/12/20,,,,,5031,,,,921,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,27/12/20,93904,93904,,,4899,1.72,1.72,,897,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,28/12/20,,,,,4635,,,,848,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,29/12/20,,,,,4370,,,,800,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,30/12/20,,,,,4105,,,,751,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,31/12/20,,,,,3841,,,,703,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/01/21,,,,,3576,,,,655,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2/01/21,,,,,3312,,,,606,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,3/01/21,115232,115194,38,,3047,2.11,2.11,0,558,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,4/01/21,,,,,3650,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,5/01/21,,,,,4254,,,,779,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,6/01/21,,,,,4858,,,,889,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,7/01/21,,,,,5461,,,,1000,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,8/01/21,,,,,6065,,,,1110,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,9/01/21,,,,,6668,,,,1221,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,10/01/21,166135,163377,2758,,7272,3.04,2.99,0.05,1331,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,11/01/21,178799,175942,2857,12664,8042,3.27,3.22,0.05,1472,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/01/21,194955,191965,2990,16156,9311,3.57,3.51,0.05,1704,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,13/01/21,211397,208207,3190,16442,10621,3.87,3.81,0.06,1944,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,14/01/21,228171,224840,3331,16774,11979,4.18,4.12,0.06,2193,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,15/01/21,,,,,12869,,,,2356,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,16/01/21,,,,,13760,,,,2519,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,17/01/21,268689,264991,3698,,14651,4.92,4.85,0.07,2682,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,18/01/21,288468,284582,3886,19779,15667,5.28,5.21,0.07,2868,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,19/01/21,314079,309909,4170,25611,17018,5.75,5.67,0.08,3115,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,20/01/21,339337,334871,4466,25258,18277,6.21,6.13,0.08,3345,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,21/01/21,363143,358454,4689,23806,19282,6.65,6.56,0.09,3529,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,22/01/21,385855,380667,5188,22712,20597,7.06,6.97,0.09,3770,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,23/01/21,409421,404038,5383,23566,22034,7.49,7.4,0.1,4033,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Serbia,SRB,8/01/21,7000,7000,,,,0.1,0.1,,,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,9/01/21,,,,,1150,,,,169,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,10/01/21,9300,9300,,,1150,0.14,0.14,,169,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,11/01/21,,,,,1503,,,,221,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,12/01/21,,,,,1680,,,,247,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,13/01/21,,,,,1785,,,,262,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,14/01/21,18136,18136,,,1856,0.27,0.27,,273,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,15/01/21,,,,,2221,,,,326,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,16/01/21,,,,,2687,,,,395,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,17/01/21,,,,,3153,,,,463,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,18/01/21,,,,,3468,,,,510,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,19/01/21,,,,,3783,,,,556,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,20/01/21,44611,44611,,,4098,0.66,0.66,,602,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,21/01/21,84832,84832,,40221,9528,1.25,1.25,,1400,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,22/01/21,119711,119711,,34879,13880,1.76,1.76,,2040,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Serbia,SRB,23/01/21,163355,163355,,43644,19485,2.4,2.4,,2864,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.telegraf.rs/vesti/srbija/3292522-u-srbiji-vakcinisano-163355-osoba-kol-centri-rade-punom-parom-vakcinu-dobilo-jos-8000-prosvetara
Seychelles,SYC,9/01/21,0,0,,,,0,0,,,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Seychelles,SYC,10/01/21,,,,,500,,,,5084,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Seychelles,SYC,11/01/21,,,,,500,,,,5084,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Seychelles,SYC,12/01/21,,,,,500,,,,5084,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Seychelles,SYC,13/01/21,2000,2000,,,500,2.03,2.03,,5084,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Seychelles,SYC,14/01/21,,,,,600,,,,6101,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Seychelles,SYC,15/01/21,4000,4000,,,667,4.07,4.07,,6783,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Seychelles,SYC,16/01/21,7000,7000,,3000,1000,7.12,7.12,,10169,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Seychelles,SYC,17/01/21,,,,,1118,,,,11369,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Seychelles,SYC,18/01/21,,,,,1236,,,,12569,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Seychelles,SYC,19/01/21,10976,10976,,,1354,11.16,11.16,,13769,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Seychelles,SYC,20/01/21,13163,13163,,2187,1595,13.39,13.39,,16219,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Seychelles,SYC,21/01/21,,,,,1718,,,,17470,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Seychelles,SYC,22/01/21,16890,16890,,,1841,17.18,17.18,,18721,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Seychelles,SYC,23/01/21,18353,18353,,1463,1622,18.66,18.66,,16494,Sinopharm,Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/posts/1638295789704879
Singapore,SGP,11/01/21,3400,3400,,,,0.06,0.06,,,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,12/01/21,6200,6200,,2800,2800,0.11,0.11,,479,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,13/01/21,,,,,4090,,,,699,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,14/01/21,,,,,4520,,,,773,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,15/01/21,,,,,4735,,,,809,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,16/01/21,,,,,4864,,,,831,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,17/01/21,,,,,4950,,,,846,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,18/01/21,,,,,5011,,,,857,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,19/01/21,,,,,5380,,,,920,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,20/01/21,,,,,5380,,,,920,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,21/01/21,,,,,5380,,,,920,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Singapore,SGP,22/01/21,60000,60000,,,5380,1.03,1.03,,920,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/tightening-safe-management-measures-and-update-on-vaccination-plans
Slovakia,SVK,4/01/21,0,0,,,,0,0,,,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,5/01/21,425,425,,425,425,0.01,0.01,,78,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,6/01/21,6618,6618,,6193,3309,0.12,0.12,,606,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,7/01/21,13631,13631,,7013,4544,0.25,0.25,,832,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,8/01/21,20548,20548,,6917,5137,0.38,0.38,,941,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,9/01/21,22281,22281,,1733,4456,0.41,0.41,,816,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,10/01/21,25326,25326,,3045,4221,0.46,0.46,,773,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,11/01/21,29221,29221,,3895,4174,0.54,0.54,,765,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,12/01/21,39735,39735,,10514,5616,0.73,0.73,,1029,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,13/01/21,46243,46243,,6508,5661,0.85,0.85,,1037,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,14/01/21,53425,53425,,7182,5685,0.98,0.98,,1041,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,15/01/21,60753,60753,,7328,5744,1.11,1.11,,1052,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,16/01/21,61961,61961,,1208,5669,1.13,1.13,,1038,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,17/01/21,62015,62015,,54,5241,1.14,1.14,,960,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,18/01/21,70998,70416,582,8983,5968,1.3,1.29,0.01,1093,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,19/01/21,78044,77005,1039,7046,5473,1.43,1.41,0.02,1002,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,20/01/21,85338,83438,1900,7294,5585,1.56,1.53,0.03,1023,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovakia,SVK,21/01/21,92167,89635,2532,6829,5535,1.69,1.64,0.05,1014,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovenia,SVN,3/01/21,5934,5934,,,,0.29,0.29,,,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,4/01/21,7204,7204,,1270,1270,0.35,0.35,,611,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,5/01/21,8901,8901,,1697,1484,0.43,0.43,,714,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,6/01/21,12265,12265,,3364,2110,0.59,0.59,,1015,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,7/01/21,16339,16339,,4074,2601,0.79,0.79,,1251,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,8/01/21,19523,19523,,3184,2718,0.94,0.94,,1307,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,9/01/21,19930,19930,,407,2333,0.96,0.96,,1122,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,10/01/21,20546,20546,,616,2087,0.99,0.99,,1004,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,11/01/21,22484,22484,,1938,2183,1.08,1.08,,1050,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,12/01/21,24462,24462,,1978,2223,1.18,1.18,,1069,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,13/01/21,29561,29561,,5099,2471,1.42,1.42,,1189,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,14/01/21,35159,35159,,5598,2689,1.69,1.69,,1293,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,15/01/21,40778,40778,,5619,3036,1.96,1.96,,1460,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,16/01/21,41439,41439,,661,3073,1.99,1.99,,1478,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,17/01/21,42035,42035,,596,3070,2.02,2.02,,1477,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,18/01/21,43081,43081,,1046,2942,2.07,2.07,,1415,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,19/01/21,43869,43869,,788,2772,2.11,2.11,,1333,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,20/01/21,46467,46467,,2598,2415,2.24,2.24,,1162,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,21/01/21,52098,46467,5631,5631,2420,2.51,2.24,0.27,1164,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
Slovenia,SVN,22/01/21,54839,48170,6669,2741,2009,2.64,2.32,0.32,966,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/
